,order_id,customer_id,order_date,shipping_city,shipping_state,shipping_region,shipping_country,shipping_postal_code,shipping_date,shipping_mode,customer_name,customer_segment,order_details_id,quantity,order_discount,order_profits,order_profit_ratio,order_sales,product_id,product_name,product_category,product_subcategory,product_manufacturer
20,CA-2015-100678,447,2015-04-18,Houston,Texas,Central,United States,77095.0,2015-04-22,Standard Class,Kunst Miller,Consumer,21,3,0.2,50.0,0.34,149,396,Cameo Buff Policy Envelopes,Office Supplies,Envelopes,Other
21,CA-2015-100678,447,2015-04-18,Houston,Texas,Central,United States,77095.0,2015-04-22,Standard Class,Kunst Miller,Consumer,22,3,0.2,28.0,0.13,228,956,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Technology,Accessories,Kensington
22,CA-2015-100678,447,2015-04-18,Houston,Texas,Central,United States,77095.0,2015-04-22,Standard Class,Kunst Miller,Consumer,23,3,0.3,-18.0,-0.06,317,529,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,DMI
23,CA-2015-100706,453,2015-12-16,Springfield,Virginia,South,United States,22153.0,2015-12-18,Second Class,Laurel Elliston,Consumer,24,6,0.0,10.0,0.33,29,1595,Ultra Door Push Plate,Furniture,Furnishings,Ultra
24,CA-2015-100706,453,2015-12-16,Springfield,Virginia,South,United States,22153.0,2015-12-18,Second Class,Laurel Elliston,Consumer,25,2,0.0,8.0,0.08,100,421,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,Other
25,CA-2015-100762,556,2015-11-24,Jackson,Michigan,Central,United States,49201.0,2015-11-29,Standard Class,Nat Gilpin,Corporate,26,2,0.0,8.0,0.5,16,97,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Paper,Adams
26,CA-2015-100762,556,2015-11-24,Jackson,Michigan,Central,United States,49201.0,2015-11-29,Standard Class,Nat Gilpin,Corporate,27,3,0.0,69.0,0.48,144,1675,Xerox 1885,Office Supplies,Paper,Xerox
27,CA-2015-100762,556,2015-11-24,Jackson,Michigan,Central,United States,49201.0,2015-11-29,Standard Class,Nat Gilpin,Corporate,28,4,0.0,46.0,0.3,152,889,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,Hunt
28,CA-2015-100762,556,2015-11-24,Jackson,Michigan,Central,United States,49201.0,2015-11-29,Standard Class,Nat Gilpin,Corporate,29,2,0.0,96.0,0.49,197,532,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,Labels,Other
29,CA-2015-100860,166,2015-03-26,Pomona,California,West,United States,91767.0,2015-03-30,Second Class,Cindy Stewart,Consumer,30,5,0.0,9.0,0.48,19,1462,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Office Supplies,Labels,Smead
30,CA-2015-100867,274,2015-10-19,Lakewood,California,West,United States,90712.0,2015-10-24,Standard Class,Eugene Hildebrand,Home Office,31,6,0.2,20.0,0.06,322,1335,RCA Visys Integrated PBX 8-Line Router,Technology,Phones,RCA
31,CA-2015-100881,195,2015-03-28,Albuquerque,New Mexico,West,United States,87105.0,2015-04-01,Standard Class,Daniel Raglin,Home Office,32,3,0.2,23.0,0.08,302,163,AT&T TR1909W,Technology,Phones,AT&T
32,CA-2015-100895,718,2015-06-02,Roswell,Georgia,South,United States,30076.0,2015-06-06,Standard Class,Stewart Visinsky,Consumer,33,2,0.0,3.0,0.31,9,1414,"Sanford Colorific Scented Colored Pencils, 12/Pack",Office Supplies,Art,Sanford
33,CA-2015-100895,718,2015-06-02,Roswell,Georgia,South,United States,30076.0,2015-06-06,Standard Class,Stewart Visinsky,Consumer,34,3,0.0,67.0,0.28,240,1103,Mophie Juice Pack Helium for iPhone,Technology,Phones,Other
34,CA-2015-100895,718,2015-06-02,Roswell,Georgia,South,United States,30076.0,2015-06-06,Standard Class,Stewart Visinsky,Consumer,35,2,0.0,107.0,0.3,357,866,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,Other
35,CA-2015-100916,284,2015-10-21,Newport News,Virginia,South,United States,23602.0,2015-10-26,Standard Class,Frank Hawley,Corporate,36,1,0.0,1.0,0.31,3,1417,SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,Art,Sanford
36,CA-2015-100916,284,2015-10-21,Newport News,Virginia,South,United States,23602.0,2015-10-26,Standard Class,Frank Hawley,Corporate,37,5,0.0,10.0,0.05,195,557,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,Eldon
37,CA-2015-100916,284,2015-10-21,Newport News,Virginia,South,United States,23602.0,2015-10-26,Standard Class,Frank Hawley,Corporate,38,4,0.0,112.0,0.19,591,820,Hon 2111 Invitation Series Straight Table,Furniture,Tables,Hon
38,CA-2015-100972,223,2015-11-19,Salt Lake City,Utah,West,United States,84106.0,2015-11-24,Second Class,Dennis Bolton,Home Office,39,3,0.0,80.0,0.48,166,1678,Xerox 1888,Office Supplies,Paper,Xerox
39,CA-2015-101147,504,2015-12-02,Chicago,Illinois,Central,United States,60623.0,2015-12-04,First Class,Matt Collins,Consumer,40,1,0.8,-6.0,-2.65,2,1502,Staple holder,Office Supplies,Appliances,Staple holder
40,CA-2015-101175,196,2015-12-09,Mesa,Arizona,West,United States,85204.0,2015-12-14,Standard Class,Dario Medina,Corporate,41,6,0.2,-1.0,-0.01,101,53,Acco Perma 3000 Stacking Storage Drawers,Office Supplies,Storage,Acco
41,CA-2015-101266,527,2015-08-27,Springfield,Virginia,South,United States,22153.0,2015-08-30,Second Class,Michael Moore,Consumer,42,2,0.0,6.0,0.48,13,1689,Xerox 1898,Office Supplies,Paper,Xerox
42,CA-2015-101364,734,2015-12-22,New York City,New York,East,United States,10011.0,2015-12-26,Standard Class,Tamara Willingham,Home Office,43,13,0.2,100.0,0.34,297,999,Lock-Up Easel 'Spel-Binder',Office Supplies,Binders,Other
43,CA-2015-101392,42,2015-12-07,Seattle,Washington,West,United States,98103.0,2015-12-13,Standard Class,Ann Steele,Home Office,44,7,0.0,70.0,0.26,269,112,Advantus Rolling Drawer Organizers,Office Supplies,Storage,Advantus
44,CA-2015-101427,37,2015-12-26,Philadelphia,Pennsylvania,East,United States,19140.0,2015-12-30,Standard Class,Andy Yotov,Corporate,45,3,0.2,1.0,0.14,8,590,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,Art,Eldon
45,CA-2015-101462,82,2015-04-20,Los Angeles,California,West,United States,90045.0,2015-04-25,Standard Class,Benjamin Patterson,Consumer,46,4,0.0,28.0,0.46,60,727,"GE 4 Foot Flourescent Tube, 40 Watt",Furniture,Furnishings,GE
46,CA-2015-101476,698,2015-09-12,New Rochelle,New York,East,United States,10801.0,2015-09-13,First Class,Shirley Daniels,Home Office,47,1,0.0,30.0,0.43,70,605,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Technology,Machines,Epson
47,CA-2015-101560,149,2015-11-28,Columbia,South Carolina,South,United States,29203.0,2015-12-01,Second Class,Chris Selesnick,Corporate,48,4,0.0,4.0,0.33,13,475,Crayola Colored Pencils,Office Supplies,Art,Crayola
48,CA-2015-101560,149,2015-11-28,Columbia,South Carolina,South,United States,29203.0,2015-12-01,Second Class,Chris Selesnick,Corporate,49,3,0.0,22.0,0.49,46,715,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,GBC
49,CA-2015-101560,149,2015-11-28,Columbia,South Carolina,South,United States,29203.0,2015-12-01,Second Class,Chris Selesnick,Corporate,50,7,0.0,40.0,0.47,86,1728,Xerox 1933,Office Supplies,Paper,Xerox
50,CA-2015-101560,149,2015-11-28,Columbia,South Carolina,South,United States,29203.0,2015-12-01,Second Class,Chris Selesnick,Corporate,51,5,0.0,44.0,0.11,398,559,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,Eldon
51,CA-2015-101602,539,2015-12-15,El Paso,Texas,Central,United States,79907.0,2015-12-18,First Class,Mick Crebagga,Consumer,52,3,0.2,-9.0,-0.23,41,147,ARKON Windshield Dashboard Air Vent Car Mount Holder,Technology,Phones,Other
52,CA-2015-101602,539,2015-12-15,El Paso,Texas,Central,United States,79907.0,2015-12-18,First Class,Mick Crebagga,Consumer,53,5,0.3,-22.0,-0.03,763,996,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,Other
53,CA-2015-101770,415,2015-03-31,Miami,Florida,South,United States,33180.0,2015-04-04,Standard Class,Karen Bern,Corporate,54,1,0.7,-1.0,-0.7,2,257,Avery Hole Reinforcements,Office Supplies,Binders,Avery
54,CA-2015-101833,283,2015-11-17,New York City,New York,East,United States,10024.0,2015-11-22,Second Class,Frank Gastineau,Home Office,55,3,0.0,17.0,0.5,34,1475,Southworth 100% Cotton The Best Paper,Office Supplies,Paper,Southworth
55,CA-2015-101931,757,2015-10-28,Los Angeles,California,West,United States,90049.0,2015-10-31,First Class,Todd Sumrall,Corporate,56,2,0.0,0.0,0.01,6,1445,Serrated Blade or Curved Handle Hand Letter Openers,Office Supplies,Supplies,Other
56,CA-2015-101931,757,2015-10-28,Los Angeles,California,West,United States,90049.0,2015-10-31,First Class,Todd Sumrall,Corporate,57,2,0.2,2.0,0.31,7,260,Avery Non-Stick Binders,Office Supplies,Binders,Avery
57,CA-2015-101931,757,2015-10-28,Los Angeles,California,West,United States,90049.0,2015-10-31,First Class,Todd Sumrall,Corporate,58,5,0.0,38.0,0.27,141,583,Eldon Portable Mobile Manager,Office Supplies,Storage,Eldon
58,CA-2015-101931,757,2015-10-28,Los Angeles,California,West,United States,90049.0,2015-10-31,First Class,Todd Sumrall,Corporate,59,2,0.0,14.0,0.03,481,1307,Premier Automatic Letter Opener,Office Supplies,Supplies,Other
59,CA-2015-101931,757,2015-10-28,Los Angeles,California,West,United States,90049.0,2015-10-31,First Class,Todd Sumrall,Corporate,60,6,0.15,-36.0,-0.06,617,1196,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,O'Sullivan
60,CA-2015-102008,660,2015-09-30,New York City,New York,East,United States,10011.0,2015-10-04,Standard Class,Russell Applegate,Consumer,61,1,0.0,24.0,0.5,49,1572,Tops Green Bar Computer Printout Paper,Office Supplies,Paper,Other
61,CA-2015-102085,400,2015-10-04,Seattle,Washington,West,United States,98115.0,2015-10-09,Standard Class,Joy Daniels,Consumer,62,4,0.0,14.0,0.47,29,230,Avery 519,Office Supplies,Labels,Avery
62,CA-2015-102274,204,2015-11-21,Richmond,Kentucky,South,United States,40475.0,2015-11-26,Standard Class,Dave Hallsten,Corporate,63,3,0.0,1.0,0.27,5,1137,Newell 322,Office Supplies,Art,Newell
63,CA-2015-102274,204,2015-11-21,Richmond,Kentucky,South,United States,40475.0,2015-11-26,Standard Class,Dave Hallsten,Corporate,64,1,0.0,10.0,0.27,37,1001,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,Logitech
64,CA-2015-102274,204,2015-11-21,Richmond,Kentucky,South,United States,40475.0,2015-11-26,Standard Class,Dave Hallsten,Corporate,65,3,0.0,10.0,0.05,194,1483,Space Solutions Commercial Steel Shelving,Office Supplies,Storage,Space Solutions
65,CA-2015-102274,204,2015-11-21,Richmond,Kentucky,South,United States,40475.0,2015-11-26,Standard Class,Dave Hallsten,Corporate,66,6,0.0,302.0,0.48,629,1111,Multicolor Computer Printout Paper,Office Supplies,Paper,Other
66,CA-2015-102295,265,2015-11-24,Sacramento,California,West,United States,95823.0,2015-11-26,Second Class,Erica Hackney,Consumer,67,1,0.2,-18.0,-0.15,121,758,"Global Leather & Oak Executive Chair, Burgundy",Furniture,Chairs,Global
67,CA-2015-102330,57,2015-12-29,Brentwood,California,West,United States,94513.0,2016-01-03,Standard Class,Arianne Irving,Consumer,68,6,0.0,44.0,0.5,89,122,Alphabetical Labels for Top Tab Filing,Office Supplies,Labels,Other
68,CA-2015-102330,57,2015-12-29,Brentwood,California,West,United States,94513.0,2016-01-03,Standard Class,Arianne Irving,Consumer,69,4,0.2,36.0,0.11,320,884,HTC One,Technology,Phones,HTC
69,CA-2015-102645,336,2015-01-23,Las Vegas,Nevada,West,United States,89115.0,2015-01-28,Standard Class,Ionia McGrath,Consumer,70,6,0.0,19.0,0.48,40,1746,Xerox 195,Office Supplies,Paper,Xerox
70,CA-2015-102652,37,2015-04-06,Los Angeles,California,West,United States,90049.0,2015-04-12,Standard Class,Andy Yotov,Corporate,71,3,0.0,9.0,0.48,19,1815,Xerox 211,Office Supplies,Paper,Xerox
71,CA-2015-102652,37,2015-04-06,Los Angeles,California,West,United States,90049.0,2015-04-12,Standard Class,Andy Yotov,Corporate,72,7,0.0,13.0,0.39,33,393,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,Furnishings,C-Line
72,CA-2015-102652,37,2015-04-06,Los Angeles,California,West,United States,90049.0,2015-04-12,Standard Class,Andy Yotov,Corporate,73,1,0.0,27.0,0.48,55,1735,Xerox 194,Office Supplies,Paper,Xerox
73,CA-2015-102652,37,2015-04-06,Los Angeles,California,West,United States,90049.0,2015-04-12,Standard Class,Andy Yotov,Corporate,74,2,0.0,16.0,0.17,92,1537,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furniture,Furnishings,Tenex
74,CA-2015-102673,441,2015-11-01,Charlotte,North Carolina,South,United States,28205.0,2015-11-05,Standard Class,Ken Heidel,Corporate,75,5,0.2,1.0,0.19,8,1507,Staples,Office Supplies,Fasteners,Other
75,CA-2015-102673,441,2015-11-01,Charlotte,North Carolina,South,United States,28205.0,2015-11-05,Standard Class,Ken Heidel,Corporate,76,3,0.2,1.0,0.09,10,1135,Newell 320,Office Supplies,Art,Newell
76,CA-2015-102673,441,2015-11-01,Charlotte,North Carolina,South,United States,28205.0,2015-11-05,Standard Class,Ken Heidel,Corporate,77,12,0.2,16.0,0.33,48,224,Avery 513,Office Supplies,Labels,Avery
77,CA-2015-102673,441,2015-11-01,Charlotte,North Carolina,South,United States,28205.0,2015-11-05,Standard Class,Ken Heidel,Corporate,78,9,0.2,110.0,0.11,979,435,Cisco IP Phone 7961G VoIP phone - Dark gray,Technology,Phones,Cisco
78,CA-2015-102869,475,2015-09-09,Philadelphia,Pennsylvania,East,United States,19140.0,2015-09-14,Second Class,Logan Currie,Consumer,79,3,0.2,5.0,0.35,16,1814,Xerox 210,Office Supplies,Paper,Xerox
79,CA-2015-102869,475,2015-09-09,Philadelphia,Pennsylvania,East,United States,19140.0,2015-09-14,Second Class,Logan Currie,Consumer,80,3,0.2,5.0,0.29,17,1056,"Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings,Master Caster
80,CA-2015-102869,475,2015-09-09,Philadelphia,Pennsylvania,East,United States,19140.0,2015-09-14,Second Class,Logan Currie,Consumer,81,6,0.2,-5.0,-0.08,65,1363,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Technology,Accessories,Other
81,CA-2015-102869,475,2015-09-09,Philadelphia,Pennsylvania,East,United States,19140.0,2015-09-14,Second Class,Logan Currie,Consumer,82,1,0.4,-32.0,-0.23,136,1295,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones,Polycom
82,CA-2015-102988,312,2015-04-05,Alexandria,Virginia,South,United States,22304.0,2015-04-09,Second Class,Greg Maxwell,Corporate,83,2,0.0,6.0,0.49,13,1754,Xerox 1957,Office Supplies,Paper,Xerox
83,CA-2015-102988,312,2015-04-05,Alexandria,Virginia,South,United States,22304.0,2015-04-09,Second Class,Greg Maxwell,Corporate,84,7,0.0,8.0,0.33,23,475,Crayola Colored Pencils,Office Supplies,Art,Crayola
84,CA-2015-102988,312,2015-04-05,Alexandria,Virginia,South,United States,22304.0,2015-04-09,Second Class,Greg Maxwell,Corporate,85,7,0.0,7.0,0.29,23,1136,Newell 321,Office Supplies,Art,Newell
85,CA-2015-102988,312,2015-04-05,Alexandria,Virginia,South,United States,22304.0,2015-04-09,Second Class,Greg Maxwell,Corporate,86,1,0.0,8.0,0.29,29,159,AT&T CL82213,Technology,Phones,AT&T
86,CA-2015-102988,312,2015-04-05,Alexandria,Virginia,South,United States,22304.0,2015-04-09,Second Class,Greg Maxwell,Corporate,87,5,0.0,83.0,0.02,4164,1050,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies,Martin-Yale
87,CA-2015-103058,18,2015-07-23,New York City,New York,East,United States,10011.0,2015-07-24,First Class,Alejandro Grove,Consumer,88,2,0.0,8.0,0.08,100,421,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,Other
88,CA-2015-103086,277,2015-10-17,Houston,Texas,Central,United States,77095.0,2015-10-19,Second Class,Evan Bailliet,Consumer,89,2,0.6,-2.0,-0.3,5,678,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Furnishings,G. E.
89,CA-2015-103100,7,2015-12-20,Indianapolis,Indiana,Central,United States,46203.0,2015-12-23,First Class,Adrian Barton,Consumer,90,1,0.0,2.0,0.47,4,195,Avery 487,Office Supplies,Labels,Avery
90,CA-2015-103100,7,2015-12-20,Indianapolis,Indiana,Central,United States,46203.0,2015-12-23,First Class,Adrian Barton,Consumer,91,3,0.0,497.0,0.45,1104,898,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders,Ibico
91,CA-2015-103191,785,2015-09-22,Chicago,Illinois,Central,United States,60653.0,2015-09-27,Standard Class,Vivek Grady,Corporate,92,3,0.2,-83.0,-0.25,332,1377,"SAFCO Commercial Wire Shelving, Black",Office Supplies,Storage,SAFCO
92,CA-2015-103219,81,2015-11-09,New York City,New York,East,United States,10035.0,2015-11-13,Standard Class,Benjamin Farhat,Home Office,93,9,0.0,21.0,0.38,57,548,"Eldon 200 Class Desk Accessories, Black",Furniture,Furnishings,Eldon
93,CA-2015-103310,311,2015-05-10,San Jose,California,West,United States,95123.0,2015-05-15,Standard Class,Greg Matthias,Consumer,94,2,0.0,19.0,0.48,40,1480,Southworth 25% Cotton Premium Laser Paper and Envelopes,Office Supplies,Paper,Southworth
94,CA-2015-103310,311,2015-05-10,San Jose,California,West,United States,95123.0,2015-05-15,Standard Class,Greg Matthias,Consumer,95,6,0.0,11.0,0.27,41,75,Acme Design Stainless Steel Bent Scissors,Office Supplies,Supplies,Acme
95,CA-2015-103310,311,2015-05-10,San Jose,California,West,United States,95123.0,2015-05-15,Standard Class,Greg Matthias,Consumer,96,1,0.2,32.0,0.13,257,846,Hon Pagoda Stacking Chairs,Furniture,Chairs,Hon
96,CA-2015-103310,311,2015-05-10,San Jose,California,West,United States,95123.0,2015-05-15,Standard Class,Greg Matthias,Consumer,97,5,0.2,125.0,0.09,1432,1629,Wilson Electronics DB Pro Signal Booster,Technology,Phones,Other
97,CA-2015-103317,234,2015-07-05,Palm Coast,Florida,South,United States,32137.0,2015-07-08,First Class,Don Miller,Corporate,98,5,0.7,-7.0,-0.7,10,1641,Wilson Jones Four-Pocket Poly Binders,Office Supplies,Binders,Wilson Jones
98,CA-2015-103317,234,2015-07-05,Palm Coast,Florida,South,United States,32137.0,2015-07-08,First Class,Don Miller,Corporate,99,2,0.2,5.0,0.28,20,108,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings,Advantus
99,CA-2015-103317,234,2015-07-05,Palm Coast,Florida,South,United States,32137.0,2015-07-08,First Class,Don Miller,Corporate,100,3,0.2,16.0,0.08,213,1040,Luxo Adjustable Task Clamp Lamp,Furniture,Furnishings,Luxo
100,CA-2015-103331,420,2015-08-26,Newark,Delaware,East,United States,19711.0,2015-09-01,Standard Class,Karl Braun,Consumer,101,1,0.0,2.0,0.46,3,274,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,Paper,Other
101,CA-2015-103331,420,2015-08-26,Newark,Delaware,East,United States,19711.0,2015-09-01,Standard Class,Karl Braun,Consumer,102,4,0.0,4.0,0.38,11,91,Acrylic Self-Standing Desk Frames,Furniture,Furnishings,Other
102,CA-2015-103331,420,2015-08-26,Newark,Delaware,East,United States,19711.0,2015-09-01,Standard Class,Karl Braun,Consumer,103,3,0.0,8.0,0.49,17,1776,Xerox 1978,Office Supplies,Paper,Xerox
103,CA-2015-103366,265,2015-01-15,Roswell,Georgia,South,United States,30076.0,2015-01-17,First Class,Erica Hackney,Consumer,104,5,0.0,66.0,0.44,150,1000,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,Logitech
104,CA-2015-103373,117,2015-05-18,Cleveland,Ohio,East,United States,44105.0,2015-05-24,Standard Class,Bruce Stewart,Consumer,105,2,0.4,-169.0,-0.22,780,144,Apple iPhone 5,Technology,Phones,Apple
105,CA-2015-103401,303,2015-11-21,San Francisco,California,West,United States,94110.0,2015-11-26,Standard Class,Georgia Rosenberg,Corporate,106,2,0.0,6.0,0.48,13,1815,Xerox 211,Office Supplies,Paper,Xerox
106,CA-2015-103429,454,2015-05-30,New York City,New York,East,United States,10024.0,2015-06-01,First Class,Laurel Workman,Corporate,107,2,0.2,9.0,0.35,26,699,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Office Supplies,Binders,GBC
107,CA-2015-103429,454,2015-05-30,New York City,New York,East,United States,10024.0,2015-06-01,First Class,Laurel Workman,Corporate,108,4,0.0,18.0,0.45,40,1744,Xerox 1948,Office Supplies,Paper,Xerox
108,CA-2015-103429,454,2015-05-30,New York City,New York,East,United States,10024.0,2015-06-01,First Class,Laurel Workman,Corporate,109,3,0.0,78.0,0.33,236,855,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,Appliances,Honeywell
109,CA-2015-103429,454,2015-05-30,New York City,New York,East,United States,10024.0,2015-06-01,First Class,Laurel Workman,Corporate,110,5,0.0,135.0,0.29,464,733,Geemarc AmpliPOWER60,Technology,Phones,Other
110,CA-2015-103492,180,2015-10-10,Huntsville,Texas,Central,United States,77340.0,2015-10-15,Standard Class,Craig Molinari,Corporate,111,1,0.8,-2.0,-1.75,1,260,Avery Non-Stick Binders,Office Supplies,Binders,Avery
111,CA-2015-103492,180,2015-10-10,Huntsville,Texas,Central,United States,77340.0,2015-10-15,Standard Class,Craig Molinari,Corporate,112,5,0.8,-19.0,-1.6,12,695,GBC Personal VeloBind Strips,Office Supplies,Binders,GBC
112,CA-2015-103492,180,2015-10-10,Huntsville,Texas,Central,United States,77340.0,2015-10-15,Standard Class,Craig Molinari,Corporate,113,6,0.2,72.0,0.1,720,1105,Motorola Droid Maxx,Technology,Phones,Motorola
113,CA-2015-103492,180,2015-10-10,Huntsville,Texas,Central,United States,77340.0,2015-10-15,Standard Class,Craig Molinari,Corporate,114,7,0.2,66.0,0.09,756,431,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones,Cisco
